Open,Close,Year,Month,Date
1517.680054,1436.51001,2000,09,09/01/2000
1436.52002,1429.400024,2000,10,10/01/2000
1429.400024,1314.949951,2000,11,11/01/2000
1314.949951,1320.280029,2000,12,12/01/2000
1320.280029,1366.01001,2001,01,01/01/2001
1366.01001,1239.939941,2001,02,02/01/2001
1239.939941,1160.329956,2001,03,03/01/2001
1160.329956,1249.459961,2001,04,04/01/2001
1249.459961,1255.819946,2001,05,05/01/2001
1255.819946,1224.380005,2001,06,06/01/2001
1224.420044,1211.22998,2001,07,07/01/2001
1211.22998,1133.579956,2001,08,08/01/2001
1133.579956,1040.939941,2001,09,09/01/2001
1040.939941,1059.780029,2001,10,10/01/2001
1059.780029,1139.449951,2001,11,11/01/2001
1139.449951,1148.079956,2001,12,12/01/2001
1148.079956,1130.199951,2002,01,01/01/2002
1130.199951,1106.72998,2002,02,02/01/2002
1106.72998,1147.390015,2002,03,03/01/2002
1147.390015,1076.920044,2002,04,04/01/2002
1076.920044,1067.140015,2002,05,05/01/2002
1067.140015,989.820007,2002,06,06/01/2002
989.820007,911.6199949999999,2002,07,07/01/2002
911.6199949999999,916.070007,2002,08,08/01/2002
916.070007,815.280029,2002,09,09/01/2002
815.280029,885.76001,2002,10,10/01/2002
885.76001,936.3099980000001,2002,11,11/01/2002
936.3099980000001,879.820007,2002,12,12/01/2002
879.820007,855.7000119999999,2003,01,01/01/2003
855.7000119999999,841.150024,2003,02,02/01/2003
841.150024,848.179993,2003,03,03/01/2003
848.179993,916.919983,2003,04,04/01/2003
916.919983,963.590027,2003,05,05/01/2003
963.590027,974.5,2003,06,06/01/2003
974.5,990.3099980000001,2003,07,07/01/2003
990.3099980000001,1008.01001,2003,08,08/01/2003
1008.01001,995.9699710000001,2003,09,09/01/2003
995.9699710000001,1050.709961,2003,10,10/01/2003
1050.709961,1058.199951,2003,11,11/01/2003
1058.199951,1111.920044,2003,12,12/01/2003
1111.920044,1131.130005,2004,01,01/01/2004
1131.130005,1144.939941,2004,02,02/01/2004
1144.939941,1126.209961,2004,03,03/01/2004
1126.209961,1107.300049,2004,04,04/01/2004
1107.300049,1120.680054,2004,05,05/01/2004
1120.680054,1140.839966,2004,06,06/01/2004
1140.839966,1101.719971,2004,07,07/01/2004
1101.719971,1104.23999,2004,08,08/01/2004
1104.23999,1114.579956,2004,09,09/01/2004
1114.579956,1130.199951,2004,10,10/01/2004
1130.199951,1173.819946,2004,11,11/01/2004
1173.780029,1211.920044,2004,12,12/01/2004
1211.920044,1181.27002,2005,01,01/01/2005
1181.27002,1203.599976,2005,02,02/01/2005
1203.599976,1180.589966,2005,03,03/01/2005
1180.589966,1156.849976,2005,04,04/01/2005
1156.849976,1191.5,2005,05,05/01/2005
1191.5,1191.329956,2005,06,06/01/2005
1191.329956,1234.180054,2005,07,07/01/2005
1234.180054,1220.329956,2005,08,08/01/2005
1220.329956,1228.810059,2005,09,09/01/2005
1228.810059,1207.01001,2005,10,10/01/2005
1207.01001,1249.47998,2005,11,11/01/2005
1249.47998,1248.290039,2005,12,12/01/2005
1248.290039,1280.079956,2006,01,01/01/2006
1280.079956,1280.660034,2006,02,02/01/2006
1280.660034,1294.869995,2006,03,03/01/2006
1302.880005,1310.609985,2006,04,04/01/2006
1310.609985,1270.089966,2006,05,05/01/2006
1270.050049,1270.199951,2006,06,06/01/2006
1270.060059,1276.660034,2006,07,07/01/2006
1278.530029,1303.819946,2006,08,08/01/2006
1303.800049,1335.849976,2006,09,09/01/2006
1335.819946,1377.939941,2006,10,10/01/2006
1377.76001,1400.630005,2006,11,11/01/2006
1400.630005,1418.300049,2006,12,12/01/2006
1418.030029,1438.23999,2007,01,01/01/2007
1437.900024,1406.819946,2007,02,02/01/2007
1406.800049,1420.859985,2007,03,03/01/2007
1420.829956,1482.369995,2007,04,04/01/2007
1482.369995,1530.619995,2007,05,05/01/2007
1530.619995,1503.349976,2007,06,06/01/2007
1504.660034,1455.27002,2007,07,07/01/2007
1455.180054,1473.98999,2007,08,08/01/2007
1473.959961,1526.75,2007,09,09/01/2007
1527.290039,1549.380005,2007,10,10/01/2007
1545.790039,1481.140015,2007,11,11/01/2007
1479.630005,1468.359985,2007,12,12/01/2007
1467.969971,1378.550049,2008,01,01/01/2008
1378.599976,1330.630005,2008,02,02/01/2008
1330.449951,1322.699951,2008,03,03/01/2008
1326.410034,1385.589966,2008,04,04/01/2008
1385.969971,1400.380005,2008,05,05/01/2008
1399.619995,1280.0,2008,06,06/01/2008
1276.689941,1267.380005,2008,07,07/01/2008
1269.420044,1282.829956,2008,08,08/01/2008
1287.829956,1166.359985,2008,09,09/01/2008
1164.170044,968.75,2008,10,10/01/2008
968.669983,896.23999,2008,11,11/01/2008
888.6099849999999,903.25,2008,12,12/01/2008
902.98999,825.880005,2009,01,01/01/2009
823.090027,735.090027,2009,02,02/01/2009
729.570007,797.869995,2009,03,03/01/2009
793.590027,872.8099980000001,2009,04,04/01/2009
872.73999,919.1400150000001,2009,05,05/01/2009
923.26001,919.320007,2009,06,06/01/2009
920.820007,987.4799800000001,2009,07,07/01/2009
990.2199710000001,1020.6199949999999,2009,08,08/01/2009
1019.5200199999999,1057.079956,2009,09,09/01/2009
1054.910034,1036.189941,2009,10,10/01/2009
1036.180054,1095.630005,2009,11,11/01/2009
1098.890015,1115.099976,2009,12,12/01/2009
1116.560059,1073.869995,2010,01,01/01/2010
1073.890015,1104.48999,2010,02,02/01/2010
1105.359985,1169.430054,2010,03,03/01/2010
1171.22998,1186.689941,2010,04,04/01/2010
1188.579956,1089.410034,2010,05,05/01/2010
1087.300049,1030.709961,2010,06,06/01/2010
1031.099976,1101.599976,2010,07,07/01/2010
1107.530029,1049.329956,2010,08,08/01/2010
1049.719971,1141.199951,2010,09,09/01/2010
1143.48999,1183.26001,2010,10,10/01/2010
1185.709961,1180.550049,2010,11,11/01/2010
1186.599976,1257.640015,2010,12,12/01/2010
1257.619995,1286.119995,2011,01,01/01/2011
1289.140015,1327.219971,2011,02,02/01/2011
1328.640015,1325.829956,2011,03,03/01/2011
1329.47998,1363.609985,2011,04,04/01/2011
1365.209961,1345.199951,2011,05,05/01/2011
1345.199951,1320.640015,2011,06,06/01/2011
1320.640015,1292.280029,2011,07,07/01/2011
1292.589966,1218.890015,2011,08,08/01/2011
1219.119995,1131.420044,2011,09,09/01/2011
1131.209961,1253.300049,2011,10,10/01/2011
1251.0,1246.959961,2011,11,11/01/2011
1246.910034,1257.599976,2011,12,12/01/2011
1258.859985,1312.410034,2012,01,01/01/2012
1312.449951,1365.680054,2012,02,02/01/2012
1365.900024,1408.469971,2012,03,03/01/2012
1408.469971,1397.910034,2012,04,04/01/2012
1397.859985,1310.329956,2012,05,05/01/2012
1309.869995,1362.160034,2012,06,06/01/2012
1362.329956,1379.319946,2012,07,07/01/2012
1379.319946,1406.579956,2012,08,08/01/2012
1406.540039,1440.670044,2012,09,09/01/2012
1440.900024,1412.160034,2012,10,10/01/2012
1412.199951,1416.180054,2012,11,11/01/2012
1416.339966,1426.189941,2012,12,12/01/2012
1426.189941,1498.109985,2013,01,01/01/2013
1498.109985,1514.680054,2013,02,02/01/2013
1514.680054,1569.189941,2013,03,03/01/2013
1569.180054,1597.569946,2013,04,04/01/2013
1597.550049,1630.73999,2013,05,05/01/2013
1631.709961,1606.280029,2013,06,06/01/2013
1609.780029,1685.72998,2013,07,07/01/2013
1689.4200440000002,1632.969971,2013,08,08/01/2013
1635.949951,1681.550049,2013,09,09/01/2013
1682.410034,1756.540039,2013,10,10/01/2013
1758.699951,1805.810059,2013,11,11/01/2013
1806.550049,1848.359985,2013,12,12/01/2013
1845.859985,1782.589966,2014,01,01/01/2014
1782.680054,1859.449951,2014,02,02/01/2014
1857.680054,1872.339966,2014,03,03/01/2014
1873.959961,1883.949951,2014,04,04/01/2014
1884.390015,1923.569946,2014,05,05/01/2014
1923.869995,1960.22998,2014,06,06/01/2014
1962.290039,1930.6700440000002,2014,07,07/01/2014
1929.800049,2003.369995,2014,08,08/01/2014
2004.069946,1972.290039,2014,09,09/01/2014
1971.439941,2018.050049,2014,10,10/01/2014
2018.209961,2067.560059,2014,11,11/01/2014
2065.780029,2058.899902,2014,12,12/01/2014
2058.899902,1994.9899899999998,2015,01,01/01/2015
1996.6700440000002,2104.5,2015,02,02/01/2015
2105.22998,2067.889893,2015,03,03/01/2015
2067.6298829999996,2085.51001,2015,04,04/01/2015
2087.3798829999996,2107.389893,2015,05,05/01/2015
2108.639893,2063.110107,2015,06,06/01/2015
2067.0,2103.840088,2015,07,07/01/2015
2104.48999,1972.180054,2015,08,08/01/2015
1970.089966,1920.030029,2015,09,09/01/2015
1919.6500239999998,2079.360107,2015,10,10/01/2015
2080.76001,2080.409912,2015,11,11/01/2015
2082.929932,2043.939941,2015,12,12/01/2015
2038.199951,1940.2399899999998,2016,01,01/01/2016
1936.939941,1932.22998,2016,02,02/01/2016
1937.089966,2059.73999,2016,03,03/01/2016
2056.6201170000004,2065.300049,2016,04,04/01/2016
2067.169922,2096.949951,2016,05,05/01/2016
2093.939941,2098.860107,2016,06,06/01/2016
2099.340088,2173.600098,2016,07,07/01/2016
2173.149902,2170.949951,2016,08,08/01/2016
2171.330078,2168.27002,2016,09,09/01/2016
2164.330078,2126.149902,2016,10,10/01/2016
2128.679932,2198.810059,2016,11,11/01/2016
2200.169922,2238.830078,2016,12,12/01/2016
2251.570068,2278.8701170000004,2017,01,01/01/2017
2285.590088,2363.639893,2017,02,02/01/2017
2380.1298829999996,2362.719971,2017,03,03/01/2017
2362.340088,2384.199951,2017,04,04/01/2017
2388.5,2411.800049,2017,05,05/01/2017
2415.649902,2423.409912,2017,06,06/01/2017
2431.389893,2470.300049,2017,07,07/01/2017
2477.100098,2471.649902,2017,08,08/01/2017
2474.419922,2519.360107,2017,09,09/01/2017
2521.199951,2575.26001,2017,10,10/01/2017
2583.209961,2584.840088,2017,11,11/01/2017
2645.100098,2673.610107,2017,12,12/01/2017
2683.72998,2823.810059,2018,01,01/01/2018
2816.449951,2713.830078,2018,02,02/01/2018
2715.219971,2640.8701170000004,2018,03,03/01/2018
2633.449951,2648.050049,2018,04,04/01/2018
2642.959961,2705.27002,2018,05,05/01/2018
2718.699951,2718.3701170000004,2018,06,06/01/2018
2704.949951,2816.290039,2018,07,07/01/2018
2821.169922,2901.52002,2018,08,08/01/2018
2896.959961,2913.97998,2018,09,09/01/2018
2926.290039,2711.73999,2018,10,10/01/2018
2717.580078,2701.580078,2018,11,11/01/2018
